725445,U7100,DOM1,U7100,DOM1,C2438,C2438,?,Network,LogOff,Success,0
725445,U734,DOM1,U734,DOM1,C539,C538,?,?,TGS,Success,0
725445,U734,DOM1,U734,DOM1,C539,C539,?,?,TGT,Success,0
725445,U7510,DOM1,U7510,DOM1,C16354,C612,Kerberos,Network,LogOn,Success,0
725445,U7510,DOM1,U7510,DOM1,C612,C612,?,Network,LogOff,Success,0
725445,U763,DOM1,U763,DOM1,C1065,C1065,?,Network,LogOff,Success,0
725445,U763,DOM1,U763,DOM1,C528,C528,?,Network,LogOff,Success,0
725445,U763,DOM1,U763,DOM1,C743,C743,?,Network,LogOff,Success,0
725445,U7,DOM1,U7,DOM1,C423,C423,?,?,TGT,Success,0
725445,U7,DOM1,U7,DOM1,C423,U20,?,?,TGS,Success,0
725445,U7,DOM1,U7,DOM1,C61,C61,Kerberos,Network,LogOn,Success,0
725445,U8125,DOM1,U8125,DOM1,C801,C801,?,Network,LogOff,Success,0
725445,U8393,DOM1,U8393,DOM1,C528,C528,?,Network,LogOff,Success,0
725445,U8602,DOM1,U8602,DOM1,C18341,C801,?,?,TGS,Success,0
725445,U8886,DOM1,U8886,DOM1,C528,C528,?,Network,LogOff,Success,0
725445,U8999,DOM1,U8999,DOM1,C1065,C1065,?,Network,LogOff,Success,0
725445,U8999,DOM1,U8999,DOM1,C19092,C1065,Kerberos,Network,LogOn,Success,0
725445,U8999,DOM1,U8999,DOM1,C19092,C457,Kerberos,Network,LogOn,Success,0
725445,U8999,DOM1,U8999,DOM1,C19092,C528,Kerberos,Network,LogOn,Success,0
725445,U8999,DOM1,U8999,DOM1,C457,C457,?,Network,LogOff,Success,0
725445,U8999,DOM1,U8999,DOM1,C528,C528,?,Network,LogOff,Success,0
725445,U9009,DOM1,U9009,DOM1,C457,C457,?,Network,LogOff,Success,0
725445,U9018,DOM1,U9018,DOM1,C10,C10,?,Network,LogOff,Success,0
725445,U9050,DOM1,U9050,DOM1,C743,C743,?,Network,LogOff,Success,0
725445,U9137,DOM1,U9137,DOM1,C19137,C2327,?,?,TGS,Success,0
725445,U9314,DOM1,U9314,DOM1,C743,C743,?,Network,LogOff,Success,0
725445,U9364,DOM1,U9364,DOM1,C19487,C1065,Kerberos,Network,LogOn,Success,0
725445,U9364,DOM1,U9364,DOM1,C19487,C743,Kerberos,Network,LogOn,Success,0
725445,U9485,DOM1,U9485,DOM1,C743,C743,?,Network,LogOff,Success,0
725445,U9496,DOM1,U9496,DOM1,C3173,C3173,?,Network,LogOff,Success,0
725445,U9576,DOM1,U9576,DOM1,C743,C743,?,Network,LogOff,Success,0
725445,U9718,DOM1,U9718,DOM1,C457,C457,?,Network,LogOff,Success,0
725445,U9883,DOM1,U9883,DOM1,C10,C10,?,Network,LogOff,Success,0
725445,U9883,DOM1,U9883,DOM1,C3173,C3173,?,Network,LogOff,Success,0
725446,U10170,DOM1,U10170,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U111,DOM1,U111,DOM1,C1934,C549,NTLM,Network,LogOn,Success,0
725446,U1153,DOM1,U1153,DOM1,C5618,C5618,?,Network,LogOff,Success,0
725446,U12,DOM1,U12,DOM1,C368,C368,?,Network,LogOff,Success,0
725446,U12,DOM1,U12,DOM1,C368,C368,NTLM,Network,LogOn,Success,0
725446,U1322,DOM1,U1322,DOM1,C612,C612,?,Network,LogOff,Success,0
725446,U1322,DOM1,U1322,DOM1,C625,C625,?,Network,LogOff,Success,0
725446,U13,DOM1,U13,DOM1,C529,C529,?,Network,LogOff,Success,0
725446,U1409,DOM1,C457,DOM1,C457,C457,?,?,AuthMap,Success,0
725446,U1409,DOM1,U1409,DOM1,C457,C457,?,Network,LogOff,Success,0
725446,U1418,DOM1,U1418,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U14,DOM1,U14,DOM1,C431,C586,?,?,TGS,Success,0
725446,U1765,DOM1,C457,DOM1,C457,C457,?,?,AuthMap,Success,0
725446,U1765,DOM1,U1765,DOM1,C457,C457,?,Network,LogOff,Success,0
725446,U2001,DOM9,U2001,DOM9,C2892,C2516,?,?,TGS,Success,0
725446,U2082,DOM1,U2082,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U2168,DOM1,U2168,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U2168,DOM1,U2168,DOM1,C6363,C2106,Kerberos,Network,LogOn,Success,0
725446,U2170,DOM1,U2170,DOM1,C6435,C7298,?,?,TGS,Success,0
725446,U2265,DOM1,U2265,DOM1,C6685,C2310,?,?,AuthMap,Success,0
725446,U2265,DOM1,U2265,DOM1,C6685,C2327,?,?,TGS,Success,0
725446,U2265,DOM1,U2265,DOM1,C6685,C6685,?,?,TGT,Success,0
725446,U22,DOM1,U22,DOM1,C467,C467,?,Network,LogOff,Success,0
725446,U22,DOM1,U22,DOM1,C506,C528,Kerberos,Network,LogOn,Success,0
725446,U22,DOM1,U22,DOM1,C528,C528,?,Network,LogOff,Success,0
725446,U22,DOM1,U22,DOM1,C612,C612,?,Network,LogOff,Success,0
725446,U22,DOM1,U22,DOM1,C965,C467,Kerberos,Network,LogOn,Success,0
725446,U22,DOM1,U22,DOM1,C965,C612,Kerberos,Network,LogOn,Success,0
725446,U256,DOM1,U256,DOM1,C10208,C1826,Kerberos,Network,LogOn,Success,0
725446,U256,DOM1,U256,DOM1,C10208,C1826,NTLM,Network,LogOn,Success,0
725446,U2770,DOM1,U2770,DOM1,C7689,C92,Kerberos,Network,LogOn,Success,0
725446,U2770,DOM1,U2770,DOM1,C92,C92,?,Network,LogOff,Success,0
725446,U2890,DOM1,U2890,DOM1,C7966,C612,Kerberos,Network,LogOn,Success,0
725446,U2987,DOM1,U2987,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U2987,DOM1,U2987,DOM1,C8211,C2106,Kerberos,Network,LogOn,Success,0
725446,U2987,DOM1,U2987,DOM1,C8211,C528,?,?,TGS,Success,0
725446,U3000,DOM1,U3000,DOM1,C625,C625,?,Network,LogOff,Success,0
725446,U3000,DOM1,U3000,DOM1,C7916,C625,Kerberos,Network,LogOn,Success,0
725446,U3013,DOM1,U3013,DOM1,C467,C467,?,Network,LogOff,Success,0
725446,U3016,DOM1,U3016,DOM1,C8205,C801,Kerberos,Network,LogOn,Success,0
725446,U301,DOM1,U301,DOM1,C1899,C457,Kerberos,Network,LogOn,Success,0
725446,U3027,DOM1,U3027,DOM1,C3034,C3034,?,Network,LogOff,Success,0
725446,U3171,DOM1,U3171,DOM1,C206,C2310,?,?,AuthMap,Success,0
725446,U3585,DOM1,U3585,DOM1,C9418,C1065,Kerberos,Network,LogOn,Success,0
725446,U3617,DOM1,U3617,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U3808,DOM1,U3808,DOM1,C9717,C1640,?,?,TGS,Success,0
725446,U3988,DOM1,U3988,DOM1,C529,C529,?,Network,LogOff,Success,0
725446,U4121,DOM1,U4121,DOM1,C10488,C2106,Kerberos,Network,LogOn,Success,0
725446,U4285,DOM1,U4285,DOM1,C10798,C2855,Kerberos,Network,LogOn,Success,0
725446,U435,DOM1,U435,DOM1,C1346,C2106,Kerberos,Network,LogOn,Success,0
725446,U442,DOM1,U442,DOM1,C1782,C529,?,?,TGS,Success,0
725446,U442,DOM1,U442,DOM1,C1782,C529,Kerberos,Network,LogOn,Success,0
725446,U442,DOM1,U442,DOM1,C1782,C612,?,?,TGS,Success,0
725446,U442,DOM1,U442,DOM1,C1782,C612,Kerberos,Network,LogOn,Success,0
725446,U442,DOM1,U442,DOM1,C1782,C625,Kerberos,Network,LogOn,Success,0
725446,U4616,DOM1,U4616,DOM1,C11388,C529,Kerberos,Network,LogOn,Success,0
725446,U469,DOM1,U469,DOM1,C3145,C3145,?,?,AuthMap,Success,0
725446,U4757,DOM1,U4757,DOM1,C11569,C2106,Kerberos,Network,LogOn,Success,0
725446,U4757,DOM1,U4757,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U488,DOM1,U488,DOM1,C4711,C586,Kerberos,Network,LogOn,Success,0
725446,U48,DOM1,U48,DOM1,C419,C419,?,Network,LogOff,Success,0
725446,U48,DOM1,U48,DOM1,C419,C419,Kerberos,Network,LogOn,Success,0
725446,U5076,DOM1,U5076,DOM1,C11067,C11067,?,?,TGS,Success,0
725446,U5076,DOM1,U5076,DOM1,C11067,C11067,?,?,TGT,Success,0
725446,U5126,DOM1,U5126,DOM1,C9651,C457,Kerberos,Network,LogOn,Success,0
725446,U5126,DOM1,U5126,DOM1,C9651,C612,Kerberos,Network,LogOn,Success,0
725446,U513,DOM1,U513,DOM1,C3937,C1644,Kerberos,Network,LogOn,Success,0
725446,U519,DOM1,U519,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U5218,DOM1,U5218,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U5294,DOM1,U5294,DOM1,C12620,C612,Kerberos,Network,LogOn,Success,0
725446,U5294,DOM1,U5294,DOM1,C612,C612,?,Network,LogOff,Success,0
725446,U5295,DOM1,U5295,DOM1,C457,C457,?,Network,LogOff,Success,0
725446,U5425,DOM1,C12885,DOM1,C12885,C12885,?,?,AuthMap,Success,0
725446,U5425,DOM1,U5425,DOM1,C12885,C12885,?,Unlock,LogOff,Success,0
725446,U5539,DOM1,U5539,DOM1,C13094,C529,NTLM,Network,LogOn,Success,0
725446,U5539,DOM1,U5539,DOM1,C529,C529,?,Network,LogOff,Success,0
725446,U5681,DOM1,U5681,DOM1,C13300,C3443,Kerberos,Network,LogOn,Success,0
725446,U5681,DOM1,U5681,DOM1,C13300,C5618,Kerberos,Network,LogOn,Success,0
725446,U5681,DOM1,U5681,DOM1,C3443,C3443,?,Network,LogOff,Success,0
725446,U5681,DOM1,U5681,DOM1,C5618,C5618,?,Network,LogOff,Success,0
725446,U5710,DOM1,U5710,DOM1,C12337,C2327,?,?,TGS,Success,0
725446,U6183,DOM1,U6183,DOM1,C1611,C2106,Kerberos,Network,LogOn,Success,0
725446,U6183,DOM1,U6183,DOM1,C2106,C2106,?,Network,LogOff,Success,0
725446,U6183,DOM9,U6183,DOM9,C1611,C1640,?,?,TGS,Success,0
725446,U6183,DOM9,U6183,DOM9,C1611,C3758,?,?,TGS,Success,0
725446,U6183,DOM9,U6183,DOM9,C1611,C586,?,?,TGS,Success,0
725446,U6502,DOM1,U6502,DOM1,C14670,C801,Kerberos,Network,LogOn,Success,0
725446,U6507,DOM1,U6507,DOM1,C1795,C1794,?,?,TGS,Success,0
725446,U6507,DOM1,U6507,DOM1,C1795,C1795,?,?,TGT,Success,0
725446,U6547,DOM1,U6547,DOM1,C1115,C1114,?,?,TGS,Success,0
725446,U6547,DOM1,U6547,DOM1,C1115,C1115,?,?,TGT,Success,0
725446,U6621,DOM1,U6621,DOM1,C14827,C467,Kerberos,Network,LogOn,Success,0
725446,U66,DOM1,U66,DOM1,C1879,C1879,?,Network,LogOff,Success,0
725446,U66,DOM1,U66,DOM1,C1879,C1879,Kerberos,Network,LogOn,Success,0
725446,U66,DOM1,U66,DOM1,C1971,C1971,?,Network,LogOff,Success,0
725446,U66,DOM1,U66,DOM1,C1971,C1971,Kerberos,Network,LogOn,Success,0
725446,U66,DOM1,U66,DOM1,C2127,C2127,?,Network,LogOff,Success,0
725446,U66,DOM1,U66,DOM1,C2127,C2127,Kerberos,Network,LogOn,Success,0
725446,U6735,DOM1,U6735,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U6848,DOM1,U6848,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U6983,DOM1,U6983,DOM1,C15462,C457,Kerberos,Network,LogOn,Success,0
725446,U6983,DOM1,U6983,DOM1,C457,C457,?,Network,LogOff,Success,0
725446,U6,DOM1,U6,DOM1,C423,C529,Kerberos,Network,LogOn,Success,0
725446,U6,DOM1,U6,DOM1,C529,C529,?,Network,LogOff,Success,0
725446,U6,DOM1,U6,DOM1,C61,C61,?,Network,LogOff,Success,0
725446,U7066,DOM1,U7066,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U726,DOM1,U726,DOM1,C2969,C395,Kerberos,Network,LogOn,Success,0
725446,U7380,DOM1,U7380,DOM1,C586,C586,?,Network,LogOff,Success,0
725446,U7732,DOM1,U7732,DOM1,C16822,C625,Kerberos,Network,LogOn,Success,0
